city_name,subdivision_id,house_number,street,lat,lon,osm_id
Brawley,,2158,Main St,32.98423949709196,-115.52662766218734,node/400002
Brawley,,801,Plaza Ave,32.98494931493535,-115.5214746892625,node/400003
Brawley,,3551,Western Ave,32.99555718901265,-115.54865222785912,node/400004
Brawley,,432,Main St,32.96041847213166,-115.52464185064703,node/400005
Brawley,,2767,Western Ave,32.96703233518808,-115.52741451190215,node/400006
Brawley,,2139,Main St,32.99415987525796,-115.5284769006581,node/400007
Brawley,,2078,Western Ave,32.96839511642596,-115.51800602742284,node/400008
Brawley,,1318,Imperial Ave,32.97674176531821,-115.52275545713307,node/400009
Brawley,,1900,Plaza Ave,32.97522486984857,-115.53172231368899,node/400010
Brawley,,2584,Western Ave,32.9643467476465,-115.5158405969267,node/400011
Brawley,,3107,Western Ave,32.99812093477868,-115.53648517757196,node/400012
Brawley,,635,Imperial Ave,32.989026599791806,-115.52970079463671,node/400013
Brawley,,1407,Main St,32.96826951443746,-115.54539912363664,node/400014
Brawley,,1115,Imperial Ave,32.96423510540033,-115.54827578832798,node/400015
Brawley,,3639,Imperial Ave,32.98321509776656,-115.54036918878475,node/400016
Brawley,,3432,Plaza Ave,32.971697432832045,-115.52719251848426,node/400017
Brawley,,877,Western Ave,32.98912485500554,-115.5303693783176,node/400018
Brawley,,2142,Imperial Ave,32.993763026544016,-115.5304051890781,node/400019
Brawley,,3971,Main St,32.97432968736453,-115.53201077431241,node/400020
Brawley,,981,Plaza Ave,32.98193376447943,-115.54835367468282,node/400021
Brawley,,2127,Western Ave,32.98250075084041,-115.51658601412348,node/400022
Brawley,,1270,Imperial Ave,32.98006762997156,-115.51641310538426,node/400023
Brawley,,648,Imperial Ave,32.99389822923674,-115.52119967746562,node/400024
Brawley,,1598,Imperial Ave,32.96040969578045,-115.54825369250467,node/400025
Brawley,,1584,Plaza Ave,32.980728917064845,-115.54735873001029,node/400026
Brawley,,3230,Imperial Ave,32.9805942835807,-115.51728754728165,node/400027
Brawley,,627,Main St,32.997603312616555,-115.53454385149085,node/400028
Brawley,,2384,Western Ave,32.99615794267822,-115.52010139310829,node/400029
Brawley,,2567,Plaza Ave,32.97896490064901,-115.53029688385718,node/400030
Brawley,,259,Main St,32.9640814549427,-115.53697837178589,node/400031
Brawley,,2227,Imperial Ave,32.976879542371314,-115.52604957910384,node/400032
Brawley,,1443,Plaza Ave,32.9958547494212,-115.53755879872962,node/400033
Brawley,,2625,Imperial Ave,32.98817277442294,-115.53833062629886,node/400034
Brawley,,2177,Western Ave,32.991731575438294,-115.52900640680497,node/400035
Brawley,,2045,Western Ave,32.99122995332975,-115.53556568760537,node/400036
Brawley,,1806,Main St,32.98194808567395,-115.51842980744279,node/400037
Brawley,,2544,Main St,32.9775836085634,-115.51161717215311,node/400038
Brawley,,3054,Plaza Ave,32.960654206604815,-115.53108204865143,node/400039
Brawley,,705,Imperial Ave,32.99146645164512,-115.54061213759435,node/400040
Brawley,,881,Main St,32.959357494700264,-115.53775230066216,node/400041
Brawley,,1791,Plaza Ave,32.98622001043674,-115.53388490362708,node/400042
Brawley,,3675,Imperial Ave,32.99253507979388,-115.52120391604237,node/400043
Brawley,,2224,Plaza Ave,32.96689366819885,-115.53729801862295,node/400044
Imperial,,2252,Worthington Rd,32.84237299104743,-115.55113258031214,node/500000
Imperial,,2283,Worthington Rd,32.84099308070727,-115.5752285204542,node/500001
Imperial,,2598,Highway 111,32.846667204067785,-115.55110650415226,node/500002
Imperial,,2385,Highway 111,32.83923996644761,-115.5517405781469,node/500003
Imperial,,1283,Highway 111,32.85549603747346,-115.56179040353746,node/500004
Imperial,,1398,Worthington Rd,32.84649213692808,-115.56698049639056,node/500005
Imperial,,1278,Highway 111,32.8321749642293,-115.5623351101687,node/500006
Imperial,,1716,Worthington Rd,32.86003509840522,-115.55121564546434,node/500007
Imperial,,1289,Aten Rd,32.828982659473304,-115.55118745129283,node/500008
Imperial,,1518,Main St,32.86426038527559,-115.56316111797797,node/500009
Imperial,,976,Worthington Rd,32.835382720288024,-115.56785688305166,node/500010
Imperial,,662,Highway 111,32.831669063262844,-115.55976436093246,node/500011
Imperial,,1093,Aten Rd,32.829330617198295,-115.55319263236194,node/500012
Imperial,,2713,Aten Rd,32.836613462392236,-115.58539208163819,node/500013
Imperial,,2034,Highway 111,32.83132179619109,-115.55856935767608,node/500014
Imperial,,2354,Main St,32.86641642847332,-115.58308235695156,node/500015
Imperial,,2055,Worthington Rd,32.853321547674966,-115.55916355762365,node/500016
Imperial,,1415,Highway 111,32.838716613652075,-115.58703349655035,node/500017
Imperial,,2771,Main St,32.85026533412701,-115.56799390892425,node/500018
Imperial,,817,Main St,32.844015399289795,-115.55589580443628,node/500019
Imperial,,1726,Main St,32.85881842519503,-115.5819475347231,node/500020
Imperial,,253,Highway 111,32.827670686739204,-115.56668152525341,node/500021
Imperial,,1472,Main St,32.838682466094,-115.54983602119646,node/500022
Imperial,,649,Worthington Rd,32.86134238954312,-115.57067916923975,node/500023
Imperial,,561,Aten Rd,32.84052736387327,-115.56015523064765,node/500024
Imperial,,862,Highway 111,32.82786336782473,-115.57591551282681,node/500025
Imperial,,2425,Highway 111,32.85427604559579,-115.58167354849115,node/500026
Imperial,,1851,Worthington Rd,32.84791122635839,-115.58593048920606,node/500027
Imperial,,856,Main St,32.866567407697616,-115.57030183606041,node/500028
Imperial,,127,Aten Rd,32.837731411082615,-115.57997914988795,node/500029
Holtville,,775,Sixth St,32.80743891679383,-115.37584234943199,node/600000
Holtville,,635,Holt Ave,32.8144736673414,-115.37644462819155,node/600001
Holtville,,1467,Holt Ave,32.80376449695608,-115.38416387315993,node/600002
Holtville,,1505,Pine Ave,32.811450409424765,-115.37239763260368,node/600003
Holtville,,1513,Sixth St,32.803748314916895,-115.37197739228299,node/600004
Holtville,,852,Sixth St,32.81369250896287,-115.3859174279813,node/600005
Holtville,,1079,Fifth St,32.804463711293785,-115.37534530325699,node/600006
Holtville,,951,Sixth St,32.81543881453711,-115.37204406223434,node/600007
Holtville,,1660,Fifth St,32.80634930858617,-115.37520520900551,node/600008
Holtville,,1176,Holt Ave,32.81033495954993,-115.3762246774969,node/600009
Holtville,,1978,Holt Ave,32.81268337444547,-115.38906483904887,node/600010
Holtville,,1272,Fifth St,32.81213320316521,-115.38700925686835,node/600011
Holtville,,338,Pine Ave,32.81500590475878,-115.3759616406764,node/600012
Holtville,,286,Pine Ave,32.81937778703427,-115.38139034615627,node/600013
Holtville,,1028,Holt Ave,32.80403888679642,-115.38199150852311,node/600014
Holtville,,1244,Holt Ave,32.810647566114774,-115.37416169294892,node/600015
Holtville,,910,Holt Ave,32.80648914438135,-115.39023969056818,node/600016
Holtville,,1284,Fifth St,32.80286059051831,-115.38182605230443,node/600017
Holtville,,1208,Holt Ave,32.821282473209536,-115.3716083440223,node/600018
Holtville,,1066,Holt Ave,32.80203469742046,-115.38212266128362,node/600019
Holtville,,1668,Fifth St,32.81423050000345,-115.37571421001466,node/600020
Holtville,,866,Pine Ave,32.82125713197161,-115.38265040762298,node/600021
Holtville,,869,Pine Ave,32.80300499985259,-115.37101711247239,node/600022
Holtville,,1438,Fifth St,32.81860573162254,-115.3879273366543,node/600023
Holtville,,1183,Pine Ave,32.80394694174645,-115.37072551245947,node/600024
San Diego,La Jolla,4606,Main St,32.63916755614104,-117.26923862144245,node/100000
San Diego,La Jolla,6715,University Ave,32.60166598418414,-117.04401380576117,node/100050
San Diego,Point Loma,7528,El Cajon Blvd,,-117.20165034630898,node/100010
San Diego,Downtown,6332,Kettner Blvd,32.7087939197672,,node/100100
